@relation TrainingData

@attribute text string
@attribute class {FAKE, REAL}

@data
"Possibility of fire aboard EgyptAir flight raised as body parts, debris found in Mediterranean", REAL
"What immigration activists want from Hillary Clinton", REAL
"Donald Trump doesn't challenge anti-Muslim questioner", REAL
"The Fatal Expense Of American Imperialism", FAKE
"Trump finally went too far for Republicans", REAL
"No matter who it is, next president to face economic challenge", REAL
"WHAT HAPPENED? In 2014, Quebec tried to pass a Charter that would have banned all religious attire in public, specifically to prevent Muslim women from hiding their faces", FAKE
"Teachers Strike Allowing Children To Sample The Kind Of Free Time They’ll Have On The Dole", FAKE
"Thanks to Obama, the terrorist cancer is growing", REAL
"Rick Perry drops out of 2016 presidential race", REAL
"Unskewing Facebook will take all kinds: Column", REAL
"Selected Not Elected: The Election Has Been Stolen", FAKE
"Militias prepare for election unrest while Christians fast", FAKE
"U.S. Near Bottom in Public ‘Confidence in Elections’", FAKE
"Democrats are actually more enthusiastic than Republicans about trade", REAL
"The words Extraordinary Claims needs to be banished when talking Extraterrestrials", FAKE
"Giuliani, suggesting Trump may have ‘exaggerated’ in lewd comments, says, ‘talk and action are two different things’", REAL
"Obama's UN Ambassador: Cuba is Right About Our Human Rights", FAKE
"Why Trump may be winning the war on ‘political correctness’", REAL
"iPhone Tricks – 15 Secret iPhone Codes", FAKE
"What is an income tax and where did it come from? NOT the 16th Amendment!", FAKE
"Transforming hope into reality for patients of drug-resistant TB", FAKE
"Classified emails from Clinton aides kick-started FBI probe, candidate downplays controversy", REAL
"Japan approves already dead TPP deal", FAKE
"Jeb Bush Weighs In On Same-Sex Marriage", REAL
"Fox News has no shame: Easily duped wingnuts spout phony science and climate-change lies", REAL
"Donald Trump’s statement on the Fox News debate has to be seen to be believed", REAL
"Mobilizing in Guatemala", FAKE
"Penny Nance: Trump vs. Miss Universe -- I can’t get to victim when I think of Alicia Machado", REAL
"Will US-Gulf summit bridge the gap on Iran – or highlight disconnects? (+video)", REAL
"James O’Keefe releases another Project Veritas video claiming Hillary Clinton campaign is “bird dogging”", REAL
"Lester Holt: presidential debate moderator and proven fact-checker", REAL
"Obama's community college proposal: dead on arrival?", REAL
"Obama on gun control: His emotional evolution", REAL
"In Ethiopia, Obama seeks progress on peace, security in East Africa", REAL
"Fiery Republican race heads to S.C., known for dirty tricks and brawls", REAL
"MEDIA SHAME - These 65 Journalists are Now Presstitutes. Their Madam is Hillary Clinton.", FAKE
"Global UFO “Invasion” Stirs Panic! Military Denies Involvement 10/29/16 [VIDEO]", FAKE
"When Nobody Returns: Palestinians Show They are People, Too", FAKE
"Iraqi forces appear close to retaking Ramadi from Islamic State", REAL
"Harry Reid BLASTS Comey For Misconduct, Drops Bombshell: FBI Is Sitting On Russian-Trump Info", FAKE
"If Donald Trump gets rattled by press, how would he handle Putin?", REAL
"Comment on 7 Effective Ways To Balance Hormones Naturally by Eat Your Way to Balanced Hormones! - NeilMD.com", FAKE
"Poll: Obama popularity on the upswing", REAL
"Trumka: Disappointment with Obama, a warning for Hillary", REAL
"Marco Rubio: Donald Trump's plan 'borders on the absurd'", REAL
"The FBI Can’t Actually Investigate a Candidate Such as Hillary Clinton.", FAKE
"Police Family Fakes Robbery, Vandalizes Own Home to Blame it On Black Lives Matter", FAKE
"Trump’s Alt-Right. Hillary’s Alt Left.", REAL
"Sustainable salt water battery won’t corrode and can power your home for 10 years", FAKE
"Trump supporters a ‘basket of deplorables.' Is this Clinton's '47 percent' moment? (+video)", REAL
"FINA suspends Russian swimmer for 8 years over doping — web portal - Russia News Now", FAKE
"Easy Street Recent Used Vinyl Arrivals!", FAKE
"Is the GOP's stop Trump campaign too late?", REAL
"Michael Moore Owes Me $4.99", FAKE
"Solar-powered Pipe desalinates 1.5 billion gallons of drinking water a year for California", FAKE
"Uncovered audio: Hillary was ‘adamantly against illegal immigrants’", REAL
"Modi effect: Facebook to abolish fake troll accounts, users can transfer content till 31st Dec", FAKE
"FBI Wants you to Believe It Examined 650,000 Emails in 691,000 Seconds", FAKE
"Is It Safe To Use Expired Prescription Drugs?", FAKE
"Is Halloween Evil? Why Witches, Occultists And Satanists Celebrate Halloween And Why You Should Not", FAKE
"Do Democrats Want What Bernie Wants, Or Just What Bernie Has?", REAL
"Leaked Email: ‘If She Wins, Hillary Will Own The Supreme Court for the Next 30 to 40 Years’", FAKE
"Democratic debate: National security dominates", REAL
"NASA Admits: Someone Took Control Over Space Probe Voyager 2 And Sent Data In An Unknown Language", FAKE
"Justice Department significantly reducing number of federal observers stationed inside polling places", REAL
"Republican Protester Says He Was Nearly Killed After Trump Says ‘Take Him Out’", FAKE
"Obama vowed to be the healer-in-chief. He never made the effort - The Boston Globe", REAL
"Silent Counter-Coup by 17 Intel Agencies To Stop Crooked Clintons [Video]", FAKE
"What's Marco Rubio's strategy against Donald Trump?", REAL
"New ISIS video shows Paris attackers committing prior atrocities, threatening UK", REAL
"Global warming worsened the California drought, scientists say", REAL
"It’s Cruz, not Trump, who looks more like favorite to win GOP nomination", REAL
"15 Foods That Contain the Most Vitamin E | Alternative", FAKE
"Boehner moves to push off immigration fight to 2015", REAL
"Dozens dead, including one American, as hostage situation in Mali hotel ends", REAL
"Protesters try to block access to Trump rally in Arizona, ahead of big primary in border state", REAL
"Donald Trump’s RNC 2016 Speech Packed With Lies And Shady Stats", REAL
"Comment on 11 Things To Let Go Of Before The New Year by 11 Things To Let Go Of Before The New Year – Motivate3.com", FAKE
"Economic upgrade: Russia receives multiple endorsements for rapidly improving business conditions", FAKE
"COPS AMBUSHED IN IOWA", FAKE
"FBI Director Comey Ignored DOJ’s Warning Against Releasing Info On Hillary Email (TWEETS)", FAKE
"Low-Cost Wind Turbine to Power an Entire House for a Lifetime Starts Selling in India", FAKE
"Huffington Post Continues Campaigning for Hillary Clinton", FAKE
"Don’t underestimate the power of Trump’s rage-fueled rise", REAL
"Iran nuclear deal: why White House rules foreign policy", REAL
"HILLARY PROMISES END TO VIOLENCE THROUGH CIVILIAN DISARMAMENT", FAKE
"On The Fault Lines of Change: Globalization-v-Localization", FAKE
"Hillary Clinton, Bernie Sanders: King's legacy is alive", REAL
"Freed Al Qaeda operative floated as part of prisoner swap, ex-diplomat says", REAL
"State Dept. IDs 2 Americans killed in Nepal quake, 2 others reportedly dead", REAL
"Russia Tests Stealth Hypersonic Nuke Capable of Wiping Texas or France", FAKE
"An Obama boom?", REAL
"Moveable Feast Cafe 2016/11/14 … Open Thread", FAKE
"U.S. is hitting Islamic State 'harder than ever,' Obama says", REAL
"Iceland Election: Pirate Party prepares for major win [VIDEO]", FAKE
"“Where is the public outcry for an explanation of how the longest war in American history is on a course to end in failure?”", REAL
"Jeb Bush's view from the bottom", REAL
"DEAD MUSLIMS SOCIETY will sue to force small Massachusetts town to allocate space for 16,000 dead Muslims", FAKE
"Gary Johnson snags newspaper endorsement", REAL
"State Department admits to deliberately cutting briefing footage on Iran deal", REAL
"Putin: Use of 'mythical' Russian military threat a ‘profitable business'", FAKE
"ISIS Extremist Who Beheaded Prisoners Is Identified As Man From London", REAL
"Romney moves to reassemble campaign team for ‘almost certain’ 2016 bid", REAL
"Texas counts down the hours until new Open Carry law takes effect", REAL
"Marco Rubio, announcing 2016 campaign, focuses on 'everyman' credentials (+video)", REAL
"Puh-LEEZE! DOJ’s ‘policy’ reminder to FBI is shameless (especially considering THIS) – twitchy.com", FAKE
"Clinton’s cowardice on trade", REAL
"Distracted by Election 2016, No One Resisted the Deep State’s Patriot Act 2", FAKE
"Looking To 2015, Economists See 5 Reasons To Celebrate", REAL
"Memo To Trump And Clinton: Use Tough Love To Win The Millennials", REAL
"Donald Trump's Problems Are Much Deeper Than A Campaign Manager", REAL
"If you really want to save energy at home, forget about your light switches", REAL
"CodeSOD: A Type of Test", FAKE
"Will The Real Donald Trump Please Stand Up?", REAL
"Global warming sparks partisan firestorm on once-sleepy House committee", REAL
"Estonia trains partisans for war with Russia", FAKE
"NSA spying: Today in America our government keeps us neither free nor safe", REAL
"Tiny Homes Banned in U.S. at Increasing Rate as Govt Criminalizes Sustainable Living", FAKE
"You’re a Nazi, and other shocking truths according to Trump’s fact-checking rules", REAL
"Pro-Obama super PAC shifts focus to possible Clinton 2016 bid", REAL
"Israel: 1984 Everlasting", FAKE
"Jeb Bush previews 2016 run, promising ‘adult conversations’ on big issues", REAL
"The Overwhelming Stress of Being Denied a Bathroom", REAL
"Hillary Friend Bribed FBI Agent and His Wife", FAKE
"Clinton Camp Tries to Deflect Suspicion as FBI Reopens Email Case", REAL
"The Greatest Wealth Transfer In History Nears As ‘Deep State’ Now Pulling Out All The Stops", FAKE
"Fox News Eats Its Own", REAL
"Trump Draws Fire from GOP Leaders over Attacks on Latino Judge", REAL
"Self-Driving Truck’s First Mission: A 120-Mile Beer Run", FAKE
"How Secure is Your Cellphone ??", FAKE
"Hate Rising with Jorge Ramos", FAKE
"Mainstream Presidential Polls Fuel Illusion That Voters Are Stuck With Only Two Choices", FAKE
"Hillary Clinton’s Elections 2016 concession speech from New York (FULL, streamed live)", FAKE
"This is why they hate us: The real American history neither Ted Cruz nor the New York Times will tell you", REAL
"Hillary Helped Chelsea’s Friend With VISA Issues Within 2 Hours", FAKE
"Two-time world champion in kickboxing killed in Moscow. Video", FAKE
"Why Ted Cruz Could Have A Real Shot At The GOP Nomination", REAL
"Iraq says it bombed Islamic State leader's convoy", REAL
"Here come the jobs, finally", REAL
"Clinton defends role over Benghazi in heated Hill hearing", REAL
"Calm Envelopes Baltimore as Curfew Begins", REAL
"Anonymous hacker Deric Lostutter faces 16 years in prison, while Steubenville rapists walk free", FAKE
"Kasich tells Indiana voters to support him, despite pledge not to campaign", REAL
"MOBILE PASSES DESKTOP FOR THE FIRST TIME…", FAKE
"Trump Reveals American Muslim Solution", FAKE
"Anonymous World War 3 Has Begun!", FAKE
"GOOGLE head Eric Schmidt's secret strategic plan for election...", FAKE
"Wingnuts have a death-grip on Congress: Why Paul Ryan can’t control the House GOP", REAL
"Michelle Obama Promotes Lewd Rappers", FAKE
"Judith Miller: It’s what was left unsaid in Trump’s speech that matters most", REAL
"Professor Shares Insights on Paranormal, Cannibalism and Vampires.", FAKE
"Why Hillary Clinton, not Bernie Sanders, 'won' town hall", REAL
"Turkey Says It Shot Down A Russian Warplane Near Border With Syria", REAL
"Hillary Turns Her Back on Standing Rock Sioux: ‘Path Forward Must Serve Broadest Public Interest’", FAKE
"Clinton’s Email Narrative Just Fell Apart", FAKE
"Loony Pseudo-Christian Says That Liberals Are Using Witchcraft To ‘Fog’ Christians’ Heads (VIDEO)", FAKE
"Vertical Pools Help Heal Wounded Combat Veterans Seeks Positive Doers To Help Make It Happen", FAKE
"Is it possible to fix the polarization of American politics?", REAL
"Comment on TRIPS: The Story of How Intellectual Property Became Linked to Trade by Foppe", FAKE
"American Express disowns Pink Floyd singer Roger Waters because of pro-Palestinian views", FAKE
"Trump: I’m Reopening 9/11 Investigation", FAKE
"Be Winter Wise: Woolley Hats Stop Heart Attacks", FAKE
"[WATCH] Hillary Appears Belligerently Drunk in Troubling New Video", FAKE
"State Department won’t rule out $50B ‘signing bonus’ for Iran", REAL
"Paul Ryan Must Step Down as Speaker of the House", FAKE
"Clinton is close, but Sanders not ready to give up", REAL
"What If The Supreme Court Had Gone The Other Way On Obamacare?", REAL
"Fact-checking Barack Obama's 2016 State of the Union address", REAL
"Security Expert: My Fear is That More Churches Will be Targeted", REAL
"Tiny Homes Banned In U.S. At Increasing Rate As Govt Criminalizes Sustainable Living", FAKE
"Hillary Torches the Bern in NY Blowout", REAL
"The President Of The United States of America: Donald J. Trump", FAKE
"Feds Arrest Two Women In New York City In Alleged Terror Plot", REAL
"Putin Says Will Not Abandon Russians in Ukraine to Nationalists", REAL
"Girl Horrified At What She Watches Boyfriend Do After He Left FaceTime On", FAKE
"Donald Trump Campaign Manager Is Out", REAL
"EgyptAir Flight 804 Crash Increasingly Looks Like Terrorism", REAL
"23 Things to Do to Improve Your Mental Health", FAKE
"New York prison escape: Worker questioned, source says", REAL
"Trump Smirks As Beltway GOP Crumbles", REAL
"A Case Study On Why The Obamacare Lawsuit Is Based On Mythical History", REAL
"The Daily 202: Ted Cruz’s war with Matt Drudge could become a huge problem for his campaign", REAL
"Russian Report Warns: American Revolution Has Now Begun, May Last Entire Decade", FAKE
"Muslims regularly use “Inshallah” (“God Willing” in Arabic) and nobody calls it ‘Christophobic’ hate speech…so why is “Deus Vult” (“God Willing” in Latin) graffiti being called ‘Islamophobic’ Crusader hate speech?", FAKE
